customer_id,first_name,last_name,email,signup_date,customer_type,acquisition_channel,city,province,country,region_id
36,Julia,Singh,julia.singh508@hotmail.com,2024-04-29,New,Organic,Halifax,Nova Scotia,Canada,3
37,Hannah,Wilson,hannah.wilson223@telus.net,2024-06-24,New,Email,Hamilton,Ontario,Canada,3
38,Ava,White,ava.white702@gmail.com,2023-08-31,New,Paid Ads,Richmond,British Columbia,Canada,2
39,William,White,william.white172@gmail.com,2024-07-10,New,Organic,Winnipeg,Manitoba,Canada,6
40,Grace,Wilson,grace.wilson132@gmail.com,2023-01-28,New,Email,Burnaby,British Columbia,Canada,6
41,Laura,Hall,laura.hall385@shaw.ca,2023-11-27,New,Referral,Coquitlam,British Columbia,Canada,4
42,Hannah,Chen,hannah.chen840@shaw.ca,2024-04-17,New,Organic,Red Deer,Alberta,Canada,1
43,Julia,Tremblay,julia.tremblay903@shaw.ca,2024-01-12,Returning,Organic,Winnipeg,Manitoba,Canada,4
44,Oliver,Roy,oliver.roy199@gmail.com,2023-09-16,New,Email,Laval,Quebec,Canada,3
45,Hannah,Wright,hannah.wright578@telus.net,2024-10-10,New,Organic,Hamilton,Ontario,Canada,3
46,Laura,Roberts,laura.roberts512@gmail.com,2023-08-22,New,Referral,Vancouver,British Columbia,Canada,3
47,Zoe,Hall,zoe.hall294@shaw.ca,2024-01-09,New,Email,Burnaby,British Columbia,Canada,1
48,William,Lopez,william.lopez385@shaw.ca,2024-11-22,New,Organic,Edmonton,Alberta,Canada,2
49,Ethan,White,ethan.white151@gmail.com,2024-07-17,New,Referral,Surrey,British Columbia,Canada,2
50,Chloe,Singh,chloe.singh270@shaw.ca,2024-01-22,New,Organic,Vancouver,British Columbia,Canada,1
51,Lucas,Chen,lucas.chen160@telus.net,2024-11-29,Returning,Paid Ads,Laval,Quebec,Canada,4
52,Amelia,King,amelia.king902@hotmail.com,2024-07-19,New,Email,Surrey,British Columbia,Canada,1
53,Sarah,Lopez,sarah.lopez258@telus.net,2024-01-20,New,Paid Ads,Hamilton,Ontario,Canada,5
54,Isabella,Walker,isabella.walker865@gmail.com,2024-11-14,New,Paid Ads,Calgary,Alberta,Canada,4
55,Noah,Johnson,noah.johnson614@telus.net,2024-03-14,Returning,Referral,Coquitlam,British Columbia,Canada,1
56,Julia,Bouchard,julia.bouchard620@gmail.com,2023-10-21,New,Email,Winnipeg,Manitoba,Canada,2
57,Sophia,Bouchard,sophia.bouchard791@gmail.com,2023-07-17,New,Referral,Calgary,Alberta,Canada,1
58,Laura,White,laura.white692@shaw.ca,2023-07-20,New,Paid Ads,Montreal,Quebec,Canada,5
59,Daniel,Johnson,daniel.johnson773@telus.net,2024-10-21,New,Email,Winnipeg,Manitoba,Canada,3
60,Alexander,Kaur,alexander.kaur309@hotmail.com,2023-12-12,Returning,Referral,Winnipeg,Manitoba,Canada,4
61,Hannah,Lewis,hannah.lewis505@hotmail.com,2024-12-11,New,Organic,Mississauga,Ontario,Canada,2
62,Charlotte,Clark,charlotte.clark423@telus.net,2024-10-02,Returning,Organic,Halifax,Nova Scotia,Canada,1
63,Julia,Gagnon,julia.gagnon736@telus.net,2023-05-31,Returning,Paid Ads,Vancouver,British Columbia,Canada,3
64,Alexander,Taylor,alexander.taylor618@shaw.ca,2023-09-20,Returning,Paid Ads,Coquitlam,British Columbia,Canada,1
65,Mia,Anderson,mia.anderson478@shaw.ca,2024-07-25,New,Organic,Toronto,Ontario,Canada,6
66,Ella,Martin,ella.martin783@gmail.com,2024-10-13,Returning,Email,Quebec City,Quebec,Canada,3
67,Rachel,Singh,rachel.singh370@shaw.ca,2023-01-09,New,Referral,Toronto,Ontario,Canada,3
68,Emma,Tremblay,emma.tremblay378@shaw.ca,2024-02-08,VIP,Email,Coquitlam,British Columbia,Canada,1
69,Ella,Nguyen,ella.nguyen308@hotmail.com,2024-09-19,New,Email,Red Deer,Alberta,Canada,4
70,Hannah,Wilson,hannah.wilson357@telus.net,2024-02-26,Returning,Paid Ads,London,Ontario,Canada,3
71,Natalie,Morin,natalie.morin949@telus.net,2023-04-22,New,Referral,Vancouver,British Columbia,Canada,1
72,Mia,Johnson,mia.johnson752@shaw.ca,2023-12-04,New,Referral,Richmond,British Columbia,Canada,5
73,Mia,Martin,mia.martin674@telus.net,2024-11-11,New,Email,Halifax,Nova Scotia,Canada,1
74,Emily,Taylor,emily.taylor954@gmail.com,2024-02-02,New,Email,Burnaby,British Columbia,Canada,3
75,Liam,Kaur,liam.kaur230@telus.net,2024-02-05,New,Email,Winnipeg,Manitoba,Canada,4
76,Olivia,Walker,olivia.walker315@hotmail.com,2024-04-14,New,Paid Ads,Toronto,Ontario,Canada,6
77,Hannah,White,hannah.white898@hotmail.com,2023-02-07,VIP,Referral,Halifax,Nova Scotia,Canada,6
78,William,Tremblay,william.tremblay985@shaw.ca,2023-10-10,New,Organic,Laval,Quebec,Canada,6
79,Amelia,Roy,amelia.roy283@gmail.com,2024-08-31,Returning,Email,Edmonton,Alberta,Canada,1
80,Zoe,Morin,zoe.morin373@shaw.ca,2024-03-28,New,Email,Hamilton,Ontario,Canada,3
81,Amelia,Roy,amelia.roy993@telus.net,2024-05-30,New,Organic,Halifax,Nova Scotia,Canada,1
82,Olivia,Bouchard,olivia.bouchard936@shaw.ca,2023-06-21,VIP,Organic,Laval,Quebec,Canada,6
83,Julia,Lopez,julia.lopez328@shaw.ca,2024-01-08,VIP,Email,Ottawa,Ontario,Canada,1
84,Emily,Clark,emily.clark385@hotmail.com,2023-02-06,VIP,Organic,Edmonton,Alberta,Canada,6
85,Laura,Brown,laura.brown795@telus.net,2023-06-30,Returning,Email,Ottawa,Ontario,Canada,1
86,Rachel,Singh,rachel.singh998@gmail.com,2023-04-26,New,Organic,Toronto,Ontario,Canada,1
87,Mia,Martin,mia.martin211@gmail.com,2023-09-13,New,Paid Ads,Winnipeg,Manitoba,Canada,1
88,Daniel,Wright,daniel.wright720@telus.net,2024-07-19,Returning,Email,Ottawa,Ontario,Canada,6
89,James,Taylor,james.taylor145@hotmail.com,2024-09-17,Returning,Paid Ads,Laval,Quebec,Canada,2
90,Grace,Wright,grace.wright472@shaw.ca,2024-09-30,Returning,Paid Ads,Coquitlam,British Columbia,Canada,2
91,Lucas,Brown,lucas.brown779@hotmail.com,2023-04-14,Returning,Referral,Halifax,Nova Scotia,Canada,6
92,Laura,Taylor,laura.taylor782@hotmail.com,2023-06-25,Returning,Paid Ads,Halifax,Nova Scotia,Canada,2
93,Lucas,Hall,lucas.hall296@shaw.ca,2024-02-12,VIP,Paid Ads,Quebec City,Quebec,Canada,1
94,Lucas,Clark,lucas.clark515@hotmail.com,2023-02-05,Returning,Organic,Laval,Quebec,Canada,6
95,William,Pelletier,william.pelletier315@hotmail.com,2024-02-04,New,Referral,Richmond,British Columbia,Canada,4
96,Lucas,Roy,lucas.roy552@telus.net,2023-12-20,New,Referral,Winnipeg,Manitoba,Canada,6
97,Ethan,Clark,ethan.clark912@telus.net,2023-02-20,New,Referral,Red Deer,Alberta,Canada,6
98,Natalie,Roy,natalie.roy390@gmail.com,2023-05-05,Returning,Paid Ads,Halifax,Nova Scotia,Canada,6
99,James,Clark,james.clark938@gmail.com,2023-11-01,New,Paid Ads,Halifax,Nova Scotia,Canada,6
100,Madison,White,madison.white925@shaw.ca,2024-03-19,New,Email,Halifax,Nova Scotia,Canada,5
101,Isabella,Anderson,isabella.anderson586@shaw.ca,2024-07-25,New,Organic,Vancouver,British Columbia,Canada,4
102,Daniel,Bouchard,daniel.bouchard744@telus.net,2023-12-16,Returning,Referral,Surrey,British Columbia,Canada,4
103,Alexander,Thompson,alexander.thompson509@telus.net,2024-10-17,VIP,Email,Halifax,Nova Scotia,Canada,2
104,Ava,Anderson,ava.anderson897@gmail.com,2024-10-31,New,Email,Halifax,Nova Scotia,Canada,3
105,Lucas,White,lucas.white151@telus.net,2024-08-26,Returning,Paid Ads,Red Deer,Alberta,Canada,5
106,William,White,william.white920@shaw.ca,2024-04-18,VIP,Referral,Surrey,British Columbia,Canada,1
107,Ethan,Clark,ethan.clark727@telus.net,2024-10-02,New,Organic,Winnipeg,Manitoba,Canada,2
108,Rachel,Roberts,rachel.roberts262@telus.net,2023-04-06,Returning,Email,Winnipeg,Manitoba,Canada,1
109,Zoe,Bouchard,zoe.bouchard869@hotmail.com,2024-05-02,VIP,Organic,Longueuil,Quebec,Canada,5
110,Ava,Pelletier,ava.pelletier741@telus.net,2024-12-04,Returning,Paid Ads,Halifax,Nova Scotia,Canada,5
111,Ava,Lee,ava.lee340@hotmail.com,2023-09-04,New,Paid Ads,Montreal,Quebec,Canada,3
112,Mia,Hall,mia.hall241@gmail.com,2023-03-27,New,Paid Ads,London,Ontario,Canada,4
113,Charlotte,White,charlotte.white165@shaw.ca,2023-03-10,New,Paid Ads,Laval,Quebec,Canada,6
114,Lucas,Wright,lucas.wright525@telus.net,2024-03-28,New,Paid Ads,London,Ontario,Canada,2
115,Olivia,Thompson,olivia.thompson977@gmail.com,2024-03-07,Returning,Email,Longueuil,Quebec,Canada,1
116,Natalie,Gagnon,natalie.gagnon106@telus.net,2023-09-11,New,Referral,Winnipeg,Manitoba,Canada,2
117,Liam,Walker,liam.walker599@shaw.ca,2024-06-05,VIP,Email,Longueuil,Quebec,Canada,2
118,Ava,Lee,ava.lee498@gmail.com,2023-06-29,New,Paid Ads,Longueuil,Quebec,Canada,3
119,Noah,Clark,noah.clark960@shaw.ca,2024-03-17,Returning,Email,Halifax,Nova Scotia,Canada,5
120,Ethan,Morin,ethan.morin503@gmail.com,2024-05-30,Returning,Email,Red Deer,Alberta,Canada,2
121,Alexander,Kaur,alexander.kaur758@gmail.com,2024-05-11,VIP,Email,Halifax,Nova Scotia,Canada,3
122,Lucas,Anderson,lucas.anderson366@gmail.com,2024-10-25,Returning,Referral,Laval,Quebec,Canada,4
123,Benjamin,Hall,benjamin.hall445@hotmail.com,2024-06-28,New,Referral,Edmonton,Alberta,Canada,3
124,Madison,Tremblay,madison.tremblay358@telus.net,2024-09-04,Returning,Organic,Quebec City,Quebec,Canada,1
125,Rachel,Brown,rachel.brown458@gmail.com,2023-06-17,VIP,Email,Montreal,Quebec,Canada,5
126,Ava,Wilson,ava.wilson353@gmail.com,2024-02-01,New,Paid Ads,Vancouver,British Columbia,Canada,2
127,Isabella,Pelletier,isabella.pelletier344@shaw.ca,2023-09-10,New,Referral,Coquitlam,British Columbia,Canada,1
128,Charlotte,Chen,charlotte.chen576@shaw.ca,2023-03-31,New,Paid Ads,Halifax,Nova Scotia,Canada,2
129,Grace,Lee,grace.lee896@gmail.com,2024-08-24,New,Referral,Mississauga,Ontario,Canada,1
130,Rachel,Martin,rachel.martin419@gmail.com,2023-07-15,Returning,Paid Ads,Toronto,Ontario,Canada,5
131,Alexander,Clark,alexander.clark177@shaw.ca,2023-03-16,VIP,Email,Longueuil,Quebec,Canada,1
132,Alexander,Lewis,alexander.lewis813@gmail.com,2023-10-04,VIP,Email,Halifax,Nova Scotia,Canada,2
133,Madison,Walker,madison.walker455@gmail.com,2024-04-01,Returning,Referral,Halifax,Nova Scotia,Canada,1
134,William,Wright,william.wright618@gmail.com,2023-04-09,New,Paid Ads,Halifax,Nova Scotia,Canada,1
135,Chloe,Hall,chloe.hall208@telus.net,2023-04-06,New,Paid Ads,Surrey,British Columbia,Canada,5
136,Lucas,Young,lucas.young545@shaw.ca,2024-01-04,Returning,Referral,Halifax,Nova Scotia,Canada,1
137,Amelia,Roberts,amelia.roberts576@telus.net,2023-09-30,Returning,Email,Winnipeg,Manitoba,Canada,1
138,Lucas,Pelletier,lucas.pelletier972@hotmail.com,2023-12-08,New,Referral,Halifax,Nova Scotia,Canada,1
139,Ava,Pelletier,ava.pelletier349@telus.net,2024-09-03,New,Organic,Richmond,British Columbia,Canada,3
140,Madison,Lopez,madison.lopez129@hotmail.com,2023-03-17,New,Email,Winnipeg,Manitoba,Canada,6
141,Oliver,Bouchard,oliver.bouchard317@telus.net,2024-01-19,New,Paid Ads,Mississauga,Ontario,Canada,5
142,Liam,Roy,liam.roy710@hotmail.com,2023-03-10,New,Organic,Ottawa,Ontario,Canada,4
143,Grace,Tremblay,grace.tremblay629@gmail.com,2024-04-13,Returning,Referral,London,Ontario,Canada,1
144,Isabella,Brown,isabella.brown600@telus.net,2023-02-08,New,Paid Ads,Red Deer,Alberta,Canada,2
145,William,Gagnon,william.gagnon761@telus.net,2024-02-02,Returning,Organic,Red Deer,Alberta,Canada,3
146,Grace,Chen,grace.chen401@gmail.com,2023-08-03,Returning,Referral,Montreal,Quebec,Canada,2
147,Ava,King,ava.king779@hotmail.com,2024-08-10,Returning,Paid Ads,Halifax,Nova Scotia,Canada,4
148,Alexander,Young,alexander.young863@telus.net,2023-09-10,Returning,Paid Ads,Quebec City,Quebec,Canada,5
149,William,Hall,william.hall413@hotmail.com,2023-06-17,New,Paid Ads,Hamilton,Ontario,Canada,3
150,Mia,White,mia.white222@hotmail.com,2024-09-25,New,Organic,Burnaby,British Columbia,Canada,5
151,Zoe,Singh,zoe.singh321@shaw.ca,2024-02-26,VIP,Email,Halifax,Nova Scotia,Canada,5
152,Zoe,Chen,zoe.chen202@hotmail.com,2023-12-08,Returning,Referral,London,Ontario,Canada,1
153,Rachel,Thompson,rachel.thompson283@hotmail.com,2023-10-28,Returning,Paid Ads,Mississauga,Ontario,Canada,4
154,Ella,Smith,ella.smith146@hotmail.com,2024-02-19,New,Email,Halifax,Nova Scotia,Canada,6
155,Olivia,Singh,olivia.singh205@telus.net,2023-06-16,New,Paid Ads,Mississauga,Ontario,Canada,3
156,Laura,Smith,laura.smith590@telus.net,2023-02-08,New,Organic,Winnipeg,Manitoba,Canada,5
157,Ethan,Hall,ethan.hall982@hotmail.com,2023-08-08,Returning,Email,Calgary,Alberta,Canada,4
158,Oliver,Taylor,oliver.taylor175@telus.net,2024-03-31,New,Organic,Surrey,British Columbia,Canada,1
159,Alexander,Wilson,alexander.wilson252@shaw.ca,2024-01-22,Returning,Paid Ads,Halifax,Nova Scotia,Canada,1
160,Sarah,Kaur,sarah.kaur221@shaw.ca,2023-07-10,New,Organic,Toronto,Ontario,Canada,1
161,William,Gagnon,william.gagnon561@telus.net,2023-04-27,VIP,Email,Laval,Quebec,Canada,5
162,Julia,Lopez,julia.lopez412@telus.net,2024-11-02,Returning,Referral,London,Ontario,Canada,5
163,Alexander,Nguyen,alexander.nguyen881@gmail.com,2023-03-21,Returning,Referral,Coquitlam,British Columbia,Canada,4
164,Isabella,Wilson,isabella.wilson260@gmail.com,2023-08-17,New,Referral,Edmonton,Alberta,Canada,4
165,Ava,Martin,ava.martin102@shaw.ca,2024-03-16,Returning,Organic,Winnipeg,Manitoba,Canada,1
166,Lucas,Lopez,lucas.lopez133@hotmail.com,2024-06-09,New,Organic,Halifax,Nova Scotia,Canada,5
167,Ava,Walker,ava.walker172@telus.net,2024-07-19,Returning,Email,Halifax,Nova Scotia,Canada,1
168,Hannah,White,hannah.white535@shaw.ca,2023-01-12,VIP,Email,London,Ontario,Canada,6
169,Emma,Singh,emma.singh372@shaw.ca,2024-02-12,Returning,Email,Red Deer,Alberta,Canada,2
170,Rachel,Anderson,rachel.anderson911@shaw.ca,2023-12-14,Returning,Email,Vancouver,British Columbia,Canada,2
171,Ella,Nguyen,ella.nguyen227@telus.net,2023-11-12,Returning,Email,Halifax,Nova Scotia,Canada,5
172,Ethan,Lewis,ethan.lewis612@hotmail.com,2023-02-10,New,Referral,Hamilton,Ontario,Canada,6
173,William,Chen,william.chen542@gmail.com,2023-05-25,New,Organic,Montreal,Quebec,Canada,4
174,Zoe,Hall,zoe.hall193@gmail.com,2024-04-05,Returning,Organic,Winnipeg,Manitoba,Canada,5
175,Ava,Clark,ava.clark690@hotmail.com,2024-07-11,New,Paid Ads,Winnipeg,Manitoba,Canada,2
176,Olivia,Gagnon,olivia.gagnon384@telus.net,2023-09-13,Returning,Organic,Edmonton,Alberta,Canada,2
177,Amelia,Kaur,amelia.kaur581@gmail.com,2023-01-10,VIP,Paid Ads,Longueuil,Quebec,Canada,3
178,Liam,Wright,liam.wright978@gmail.com,2023-01-05,New,Organic,Ottawa,Ontario,Canada,6
179,Amelia,Hall,amelia.hall778@hotmail.com,2023-03-06,New,Referral,Longueuil,Quebec,Canada,1
180,Benjamin,Pelletier,benjamin.pelletier190@telus.net,2023-10-09,New,Paid Ads,Winnipeg,Manitoba,Canada,3
181,Noah,Lee,noah.lee985@telus.net,2024-11-19,Returning,Paid Ads,Toronto,Ontario,Canada,1
182,James,Pelletier,james.pelletier523@telus.net,2023-04-09,New,Organic,Coquitlam,British Columbia,Canada,6
183,Olivia,Thompson,olivia.thompson740@telus.net,2024-04-20,Returning,Referral,Winnipeg,Manitoba,Canada,5
184,Ethan,Gagnon,ethan.gagnon662@hotmail.com,2024-03-12,Returning,Organic,Burnaby,British Columbia,Canada,5
185,Charlotte,Morin,charlotte.morin224@telus.net,2024-12-14,Returning,Organic,Hamilton,Ontario,Canada,5
186,Emily,Wilson,emily.wilson418@shaw.ca,2023-03-19,New,Organic,Winnipeg,Manitoba,Canada,3
187,William,Smith,william.smith330@gmail.com,2024-11-15,Returning,Paid Ads,Winnipeg,Manitoba,Canada,1
188,Rachel,Morin,rachel.morin763@gmail.com,2024-05-02,Returning,Email,Surrey,British Columbia,Canada,2
189,Rachel,Anderson,rachel.anderson525@hotmail.com,2023-09-07,Returning,Paid Ads,Quebec City,Quebec,Canada,3
190,Rachel,Chen,rachel.chen664@telus.net,2023-11-02,VIP,Paid Ads,Laval,Quebec,Canada,4
191,Charlotte,King,charlotte.king984@shaw.ca,2024-01-24,New,Referral,Red Deer,Alberta,Canada,1
192,Sophia,Lee,sophia.lee940@hotmail.com,2024-02-05,New,Referral,Quebec City,Quebec,Canada,5
193,Emily,Walker,emily.walker986@telus.net,2024-07-31,Returning,Referral,Halifax,Nova Scotia,Canada,6
194,Charlotte,Lopez,charlotte.lopez440@hotmail.com,2024-12-04,New,Paid Ads,Winnipeg,Manitoba,Canada,2
195,William,Gagnon,william.gagnon429@telus.net,2023-04-08,Returning,Referral,Winnipeg,Manitoba,Canada,3
196,Laura,Thompson,laura.thompson339@telus.net,2024-03-10,VIP,Email,Halifax,Nova Scotia,Canada,1
197,Laura,Gagnon,laura.gagnon862@hotmail.com,2023-06-15,New,Referral,Montreal,Quebec,Canada,4
198,Oliver,Lewis,oliver.lewis607@shaw.ca,2024-06-25,Returning,Referral,Longueuil,Quebec,Canada,1
199,Olivia,Anderson,olivia.anderson995@gmail.com,2023-05-13,Returning,Paid Ads,Winnipeg,Manitoba,Canada,1
200,Laura,Lopez,laura.lopez115@telus.net,2023-11-26,Returning,Email,Coquitlam,British Columbia,Canada,5
201,Zoe,Anderson,zoe.anderson580@gmail.com,2024-06-29,Returning,Paid Ads,Laval,Quebec,Canada,5
202,Sarah,Lee,sarah.lee765@telus.net,2023-05-06,Returning,Email,London,Ontario,Canada,3
203,Sophia,Bouchard,sophia.bouchard424@telus.net,2023-04-21,New,Referral,London,Ontario,Canada,3
204,Chloe,Lewis,chloe.lewis340@gmail.com,2024-01-09,Returning,Email,Montreal,Quebec,Canada,4
205,Chloe,Clark,chloe.clark544@gmail.com,2024-11-26,New,Email,Mississauga,Ontario,Canada,3
206,Emma,Gagnon,emma.gagnon270@telus.net,2024-10-28,Returning,Paid Ads,Halifax,Nova Scotia,Canada,5
207,Grace,Walker,grace.walker915@hotmail.com,2024-09-25,New,Organic,Vancouver,British Columbia,Canada,5
208,Olivia,Walker,olivia.walker249@telus.net,2024-04-10,New,Organic,Ottawa,Ontario,Canada,6
209,Ava,Patel,ava.patel279@shaw.ca,2024-02-09,Returning,Organic,Laval,Quebec,Canada,1
210,Sophia,Nguyen,sophia.nguyen697@telus.net,2024-06-07,New,Paid Ads,Laval,Quebec,Canada,1
211,Charlotte,White,charlotte.white361@telus.net,2023-03-19,New,Referral,Quebec City,Quebec,Canada,1
212,Hannah,Smith,hannah.smith175@shaw.ca,2023-09-06,New,Paid Ads,Quebec City,Quebec,Canada,6
213,Ethan,Young,ethan.young806@telus.net,2023-04-17,VIP,Organic,Winnipeg,Manitoba,Canada,1
214,Mia,Lopez,mia.lopez973@telus.net,2023-01-26,VIP,Email,Mississauga,Ontario,Canada,1
215,Oliver,Taylor,oliver.taylor688@hotmail.com,2023-09-10,VIP,Referral,Edmonton,Alberta,Canada,6
216,Ella,Lewis,ella.lewis381@telus.net,2024-06-09,Returning,Referral,Toronto,Ontario,Canada,6
217,Emily,Kaur,emily.kaur952@telus.net,2023-08-04,Returning,Paid Ads,Halifax,Nova Scotia,Canada,6
218,Natalie,Tremblay,natalie.tremblay324@hotmail.com,2024-11-29,New,Referral,Mississauga,Ontario,Canada,3
219,Chloe,Thompson,chloe.thompson743@shaw.ca,2024-09-14,Returning,Referral,Winnipeg,Manitoba,Canada,4
220,Emma,Tremblay,emma.tremblay907@hotmail.com,2023-10-01,New,Referral,Halifax,Nova Scotia,Canada,3
221,Ethan,Johnson,ethan.johnson192@shaw.ca,2023-01-15,New,Referral,Winnipeg,Manitoba,Canada,5
222,Julia,Walker,julia.walker305@shaw.ca,2023-01-28,New,Organic,Hamilton,Ontario,Canada,1
223,Charlotte,Roy,charlotte.roy950@hotmail.com,2023-08-19,New,Paid Ads,Winnipeg,Manitoba,Canada,4
224,Amelia,Lee,amelia.lee923@hotmail.com,2024-06-20,VIP,Email,Quebec City,Quebec,Canada,1
225,Emma,Lopez,emma.lopez980@shaw.ca,2024-08-02,New,Organic,Burnaby,British Columbia,Canada,5
226,Hannah,Roberts,hannah.roberts192@hotmail.com,2023-05-26,New,Referral,Halifax,Nova Scotia,Canada,6
227,Sarah,King,sarah.king565@gmail.com,2023-02-03,Returning,Email,Richmond,British Columbia,Canada,1
228,Liam,Clark,liam.clark942@telus.net,2024-08-17,New,Organic,Halifax,Nova Scotia,Canada,6
229,Chloe,Young,chloe.young125@telus.net,2024-11-22,Returning,Paid Ads,Burnaby,British Columbia,Canada,3
230,Daniel,Tremblay,daniel.tremblay763@shaw.ca,2023-11-11,VIP,Organic,Winnipeg,Manitoba,Canada,1
231,Sophia,Wilson,sophia.wilson219@telus.net,2023-10-16,New,Organic,Quebec City,Quebec,Canada,6
232,Charlotte,Johnson,charlotte.johnson218@telus.net,2024-08-04,New,Email,Richmond,British Columbia,Canada,6
233,Emma,White,emma.white564@telus.net,2024-03-21,New,Referral,Winnipeg,Manitoba,Canada,1
234,Liam,Clark,liam.clark524@shaw.ca,2023-08-31,New,Organic,Halifax,Nova Scotia,Canada,4
235,Chloe,Taylor,chloe.taylor133@hotmail.com,2023-08-11,VIP,Email,Longueuil,Quebec,Canada,4
236,Grace,Young,grace.young341@telus.net,2023-03-16,VIP,Paid Ads,Edmonton,Alberta,Canada,6
237,Laura,Young,laura.young162@hotmail.com,2024-08-28,New,Referral,Richmond,British Columbia,Canada,6
238,Benjamin,Lee,benjamin.lee193@telus.net,2024-03-16,Returning,Referral,Calgary,Alberta,Canada,2
239,Hannah,Thompson,hannah.thompson905@gmail.com,2024-03-10,Returning,Organic,Halifax,Nova Scotia,Canada,6
240,Noah,White,noah.white170@shaw.ca,2024-02-14,New,Referral,Red Deer,Alberta,Canada,4
241,Rachel,Gagnon,rachel.gagnon932@shaw.ca,2023-08-13,Returning,Email,Winnipeg,Manitoba,Canada,1
242,Laura,White,laura.white383@gmail.com,2023-03-31,Returning,Paid Ads,Mississauga,Ontario,Canada,5
243,Laura,Anderson,laura.anderson917@hotmail.com,2023-05-19,VIP,Organic,Red Deer,Alberta,Canada,3
