order_id,order_key,order_date,quantity,discount_pct,item_price,payment_method,net_revenue,product_name,unit_cost,unit_margin,unit_price,category_name,customer_name,customer_type,acquisition_channel,country,city,signup_date,region_name
1525,13,5/24/2024,2,0,6.2,PayPal,12.4,Scrunchie Style 18,2,9,11,Scrunchie Bundles,Grace Chen,Returning,Referral,Canada,Montreal,8/3/2023,British Columbia
478,14,9/11/2024,4,0,8.1,Debit,32.4,Scrunchie Style 46,2,5,8,Classic Scrunchies,James Patel,New,Paid Ads,Canada,Surrey,5/21/2023,British Columbia
4272,15,5/15/2023,4,5,13,PayPal,49.4,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Madison Nguyen,New,Organic,Canada,Coquitlam,3/27/2023,Alberta
239,16,6/5/2024,3,0,11.9,PayPal,35.7,Scrunchie Style 34,2,7,9,Classic Scrunchies,Laura Young,New,Email,Canada,Quebec City,3/7/2023,Atlantic
610,17,10/2/2023,4,10,13.1,Credit Card,47.16,Scrunchie Style 33,3,4,7,Mini Scrunchies,Ava King,VIP,Organic,Canada,Winnipeg,12/22/2023,British Columbia
4588,18,10/23/2024,4,15,9.8,Debit,33.32,Scrunchie Style 8,3,3,6,Seasonal Prints,Chloe Clark,New,Referral,Canada,Quebec City,9/3/2023,British Columbia
4425,19,10/12/2023,3,20,12.6,Credit Card,30.24,Scrunchie Style 42,4,7,11,Classic Scrunchies,Sophia Kaur,New,Referral,Canada,Toronto,8/14/2023,British Columbia
3398,20,12/13/2023,4,15,11.4,PayPal,38.76,Scrunchie Style 20,3,5,8,Mini Scrunchies,Natalie Singh,New,Referral,Canada,Hamilton,10/6/2023,Prairies
4541,21,5/28/2024,4,10,9,PayPal,32.4,Scrunchie Style 50,2,7,10,Mini Scrunchies,Natalie Singh,New,Referral,Canada,Hamilton,10/6/2023,Quebec
4538,22,7/2/2024,3,20,9.7,Debit,23.28,Scrunchie Style 20,3,5,8,Mini Scrunchies,Liam Lopez,Returning,Referral,Canada,Coquitlam,6/9/2024,Ontario
4891,23,6/20/2024,2,5,10.9,Credit Card,20.71,Scrunchie Style 43,4,6,10,Mini Scrunchies,Liam Singh,Returning,Organic,Canada,Longueuil,10/5/2023,Prairies
1832,24,9/17/2023,3,0,14.6,Debit,43.8,Scrunchie Style 18,2,9,11,Scrunchie Bundles,Noah Lee,Returning,Paid Ads,Canada,Toronto,11/19/2024,Alberta
4987,25,5/23/2023,4,10,14.4,Credit Card,51.84,Scrunchie Style 27,3,4,7,Seasonal Prints,Ella King,VIP,Referral,Canada,Halifax,9/29/2023,British Columbia
1155,26,10/17/2024,1,0,14.9,PayPal,14.9,Scrunchie Style 48,3,4,8,Scrunchie Bundles,Emma Roberts,Returning,Organic,Canada,Surrey,11/15/2023,British Columbia
1752,27,8/11/2024,2,5,6.2,Debit,11.78,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Natalie Gagnon,New,Referral,Canada,Winnipeg,9/11/2023,Atlantic
3599,28,3/23/2024,3,20,12.5,PayPal,30,Scrunchie Style 7,2,6,8,Seasonal Prints,Liam Brown,New,Email,Canada,Winnipeg,10/23/2023,Atlantic
2486,29,9/6/2023,2,10,14.1,Debit,25.38,Scrunchie Style 22,4,7,11,Scrunchie Bundles,Sophia Smith,Returning,Paid Ads,Canada,Mississauga,10/11/2023,Ontario
3339,30,8/6/2023,2,20,12.7,PayPal,20.32,Scrunchie Style 34,2,7,9,Classic Scrunchies,James Wright,Returning,Email,Canada,Halifax,6/24/2024,Prairies
2334,31,7/14/2023,1,10,9.8,PayPal,8.82,Scrunchie Style 43,4,6,10,Mini Scrunchies,Benjamin Patel,Returning,Paid Ads,Canada,Richmond,8/20/2024,Quebec
4387,32,7/26/2024,1,5,12.5,PayPal,11.875,Scrunchie Style 13,4,10,14,Scrunchie Bundles,Laura Thompson,VIP,Email,Canada,Halifax,3/10/2024,Prairies
4464,33,6/16/2024,1,5,10,PayPal,9.5,Scrunchie Style 32,3,6,9,Mini Scrunchies,Amelia Hall,New,Referral,Canada,Longueuil,3/6/2023,British Columbia
4582,34,10/22/2023,4,5,12.4,Credit Card,47.12,Scrunchie Style 24,3,11,14,Classic Scrunchies,Olivia Brown,New,Paid Ads,Canada,Burnaby,9/10/2024,Ontario
168,35,11/10/2024,3,0,13,PayPal,39,Scrunchie Style 16,4,8,12,Luxury Silk Scrunchies,Natalie Roy,New,Paid Ads,Canada,Winnipeg,11/15/2023,Prairies
3543,36,11/23/2024,4,15,13.6,Credit Card,46.24,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Olivia Young,Returning,Referral,Canada,Winnipeg,7/1/2024,Alberta
4010,37,12/9/2024,3,20,12.6,Credit Card,30.24,Scrunchie Style 39,3,6,9,Classic Scrunchies,Rachel Anderson,Returning,Paid Ads,Canada,Quebec City,9/7/2023,Ontario
78,38,7/18/2024,4,10,7.4,Debit,26.64,Scrunchie Style 7,2,6,8,Seasonal Prints,Hannah Chen,Returning,Paid Ads,Canada,Longueuil,4/4/2024,British Columbia
2899,39,9/5/2024,4,20,14.4,Credit Card,46.08,Scrunchie Style 44,3,9,12,Luxury Silk Scrunchies,Hannah Anderson,New,Referral,Canada,Winnipeg,11/4/2024,Prairies
1109,40,4/27/2024,1,15,7.9,Debit,6.715,Scrunchie Style 12,2,6,8,Seasonal Prints,Zoe Roy,New,Referral,Canada,Mississauga,7/17/2023,Atlantic
892,41,11/1/2024,4,0,9.2,Credit Card,36.8,Scrunchie Style 20,3,5,8,Mini Scrunchies,William King,Returning,Email,Canada,Edmonton,11/9/2024,Alberta
4757,42,6/5/2024,1,0,9.9,Credit Card,9.9,Scrunchie Style 33,3,4,7,Mini Scrunchies,Ella Lee,Returning,Email,Canada,Coquitlam,7/31/2024,Quebec
1225,43,7/2/2023,3,15,12.4,Debit,31.62,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Ethan Johnson,New,Paid Ads,Canada,Halifax,9/25/2023,British Columbia
4685,44,7/16/2023,1,10,12.3,Credit Card,11.07,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,Lucas Lopez,New,Organic,Canada,Halifax,6/9/2024,Ontario
565,45,10/26/2024,2,15,14.7,PayPal,24.99,Scrunchie Style 27,3,4,7,Seasonal Prints,Alexander King,New,Referral,Canada,Winnipeg,8/8/2023,Alberta
2860,46,3/3/2024,2,0,7.7,PayPal,15.4,Scrunchie Style 13,4,10,14,Scrunchie Bundles,Zoe Roy,New,Referral,Canada,Mississauga,7/17/2023,Quebec
302,47,7/22/2024,4,0,10.1,Debit,40.4,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Oliver Bouchard,Returning,Organic,Canada,Richmond,5/28/2024,Prairies
4390,48,6/20/2023,2,20,7.8,Debit,12.48,Scrunchie Style 24,3,11,14,Classic Scrunchies,Isabella Clark,New,Email,Canada,Toronto,7/18/2024,Ontario
109,49,11/17/2024,3,10,12.1,Credit Card,32.67,Scrunchie Style 10,2,5,7,Scrunchie Bundles,Rachel Martin,New,Organic,Canada,Halifax,11/16/2024,Alberta
2413,50,12/30/2023,4,10,7.9,Credit Card,28.44,Scrunchie Style 46,2,5,8,Classic Scrunchies,Liam Patel,New,Paid Ads,Canada,Winnipeg,3/17/2024,British Columbia
2648,51,6/18/2023,1,0,13.8,PayPal,13.8,Scrunchie Style 32,3,6,9,Mini Scrunchies,Benjamin Anderson,Returning,Referral,Canada,Vancouver,1/14/2024,Quebec
2726,52,6/23/2023,4,15,14.8,PayPal,50.32,Scrunchie Style 9,3,9,12,Seasonal Prints,Rachel Thompson,Returning,Paid Ads,Canada,Mississauga,10/28/2023,Ontario
3339,53,8/6/2023,4,0,8.9,PayPal,35.6,Scrunchie Style 49,3,8,11,Luxury Silk Scrunchies,James Wright,Returning,Email,Canada,Halifax,6/24/2024,Prairies
2141,54,10/22/2024,2,20,12.7,PayPal,20.32,Scrunchie Style 35,2,12,14,Seasonal Prints,Sophia Brown,VIP,Paid Ads,Canada,Burnaby,10/30/2023,Atlantic
4524,55,6/11/2024,4,15,10.8,Credit Card,36.72,Scrunchie Style 44,3,9,12,Luxury Silk Scrunchies,Natalie Anderson,New,Email,Canada,Coquitlam,12/2/2023,British Columbia
4734,56,7/12/2023,3,0,9.2,PayPal,27.6,Scrunchie Style 12,2,6,8,Seasonal Prints,Rachel Wilson,VIP,Organic,Canada,London,2/25/2024,Quebec
3814,57,1/10/2024,4,10,7.7,Credit Card,27.72,Scrunchie Style 11,3,7,10,Mini Scrunchies,Laura Smith,Returning,Email,Canada,Vancouver,6/2/2023,Quebec
4201,58,1/8/2024,1,20,12.5,Debit,10,Scrunchie Style 36,2,6,9,Scrunchie Bundles,Hannah Wilson,New,Email,Canada,Hamilton,6/24/2024,Atlantic
2257,59,8/2/2024,1,0,7.4,PayPal,7.4,Scrunchie Style 8,3,3,6,Seasonal Prints,Daniel Tremblay,Returning,Email,Canada,Winnipeg,9/14/2024,Ontario
3646,60,11/12/2024,2,0,8.5,PayPal,17,Scrunchie Style 10,2,5,7,Scrunchie Bundles,Rachel Walker,New,Referral,Canada,London,10/14/2023,Atlantic
3060,61,10/24/2023,4,5,14.3,PayPal,54.34,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Chloe Taylor,Returning,Referral,Canada,Richmond,4/13/2023,Prairies
2522,62,4/30/2023,1,15,10.6,PayPal,9.01,Scrunchie Style 30,2,7,10,Mini Scrunchies,Julia Bouchard,New,Email,Canada,Winnipeg,10/21/2023,Atlantic
3418,63,3/6/2023,4,5,13.7,Debit,52.06,Scrunchie Style 1,2,9,11,Mini Scrunchies,Rachel Roy,New,Email,Canada,Ottawa,1/1/2024,British Columbia
12,64,5/29/2024,4,10,12.9,PayPal,46.44,Scrunchie Style 12,2,6,8,Seasonal Prints,Benjamin Lopez,New,Organic,Canada,Halifax,11/16/2023,Prairies
4745,65,3/14/2023,1,15,9.4,PayPal,7.99,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Lucas Young,Returning,Email,Canada,Halifax,12/7/2024,Atlantic
3267,66,1/10/2024,4,20,8,PayPal,25.6,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Ella Clark,New,Organic,Canada,Winnipeg,2/16/2023,Alberta
3146,67,5/11/2024,2,15,6.9,Debit,11.73,Scrunchie Style 36,2,6,9,Scrunchie Bundles,Daniel Smith,New,Paid Ads,Canada,Vancouver,8/10/2024,Quebec
875,68,3/28/2023,2,0,14.7,Credit Card,29.4,Scrunchie Style 17,3,4,7,Mini Scrunchies,William White,VIP,Referral,Canada,Surrey,4/18/2024,British Columbia
2434,69,2/22/2024,1,0,8.9,Credit Card,8.9,Scrunchie Style 22,4,7,11,Scrunchie Bundles,Benjamin Hall,New,Referral,Canada,Edmonton,6/28/2024,Atlantic
884,70,5/22/2024,3,0,12.1,PayPal,36.3,Scrunchie Style 31,2,12,14,Seasonal Prints,Emily Bouchard,New,Organic,Canada,Surrey,2/7/2023,British Columbia
4651,71,5/31/2023,3,15,12.6,Debit,32.13,Scrunchie Style 26,4,4,9,Seasonal Prints,Ethan Gagnon,Returning,Organic,Canada,Burnaby,3/12/2024,British Columbia
3986,72,3/1/2023,4,0,7.8,PayPal,31.2,Scrunchie Style 13,4,10,14,Scrunchie Bundles,Rachel Roy,New,Email,Canada,Ottawa,1/1/2024,Alberta
1580,73,7/29/2023,2,0,12.2,PayPal,24.4,Scrunchie Style 3,3,11,15,Seasonal Prints,Julia Lopez,VIP,Email,Canada,Ottawa,1/8/2024,Quebec
3772,74,9/19/2023,1,5,6.1,Credit Card,5.795,Scrunchie Style 43,4,6,10,Mini Scrunchies,Grace Lee,Returning,Organic,Canada,Vancouver,6/17/2024,Quebec
353,75,5/10/2023,2,0,9.8,Credit Card,19.6,Scrunchie Style 11,3,7,10,Mini Scrunchies,Daniel Nguyen,Returning,Email,Canada,Halifax,9/25/2024,Atlantic
1507,76,7/19/2024,3,5,9.2,Credit Card,26.22,Scrunchie Style 5,2,10,13,Scrunchie Bundles,Hannah Anderson,New,Paid Ads,Canada,Coquitlam,3/6/2023,Ontario
3488,77,7/26/2023,3,10,14.4,Credit Card,38.88,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Liam Walker,VIP,Email,Canada,Longueuil,6/5/2024,Alberta
2852,78,4/6/2024,4,15,14.9,Debit,50.66,Scrunchie Style 4,4,10,14,Scrunchie Bundles,Madison Taylor,New,Paid Ads,Canada,London,7/7/2024,British Columbia
2030,79,6/6/2024,1,5,8.6,Credit Card,8.17,Scrunchie Style 32,3,6,9,Mini Scrunchies,Charlotte Chen,New,Paid Ads,Canada,Burnaby,10/6/2024,Ontario
1847,80,2/14/2023,4,15,11.5,Debit,39.1,Scrunchie Style 10,2,5,7,Scrunchie Bundles,Zoe Roy,New,Referral,Canada,Mississauga,7/17/2023,Quebec
2391,81,11/4/2023,2,15,12.7,Debit,21.59,Scrunchie Style 10,2,5,7,Scrunchie Bundles,Sophia Anderson,New,Email,Canada,Winnipeg,4/27/2024,Alberta
4031,82,11/20/2023,2,20,7.7,Debit,12.32,Scrunchie Style 44,3,9,12,Luxury Silk Scrunchies,Noah Anderson,New,Organic,Canada,Red Deer,10/22/2023,Atlantic
3439,83,5/19/2024,3,5,12.2,PayPal,34.77,Scrunchie Style 18,2,9,11,Scrunchie Bundles,Amelia Lopez,New,Email,Canada,Richmond,7/24/2024,Alberta
2384,84,3/23/2024,4,0,8.3,PayPal,33.2,Scrunchie Style 47,3,4,8,Luxury Silk Scrunchies,Liam Taylor,New,Paid Ads,Canada,Vancouver,10/26/2024,Quebec
3368,85,12/15/2023,2,20,7.5,Credit Card,12,Scrunchie Style 23,3,8,12,Mini Scrunchies,Hannah Martin,New,Email,Canada,Montreal,8/30/2023,Prairies
4981,86,12/3/2023,2,5,13.7,Debit,26.03,Scrunchie Style 18,2,9,11,Scrunchie Bundles,Chloe Lewis,Returning,Email,Canada,Montreal,1/9/2024,Quebec
1466,87,2/14/2023,2,5,10.5,Credit Card,19.95,Scrunchie Style 35,2,12,14,Seasonal Prints,Zoe Tremblay,New,Paid Ads,Canada,Halifax,7/28/2023,Quebec
2152,88,4/5/2023,1,10,8.7,Credit Card,7.83,Scrunchie Style 3,3,11,15,Seasonal Prints,Ethan Wilson,New,Organic,Canada,Longueuil,3/6/2023,Atlantic
3484,89,7/9/2023,3,0,9.6,Credit Card,28.8,Scrunchie Style 1,2,9,11,Mini Scrunchies,Madison Clark,New,Email,Canada,Quebec City,10/8/2024,British Columbia
574,90,2/24/2023,4,10,9.7,Debit,34.92,Scrunchie Style 17,3,4,7,Mini Scrunchies,Oliver Morin,New,Email,Canada,Red Deer,10/29/2023,British Columbia
775,91,10/27/2024,2,15,12.9,Debit,21.93,Scrunchie Style 42,4,7,11,Classic Scrunchies,William Walker,New,Organic,Canada,Mississauga,2/18/2024,Prairies
3366,92,12/26/2024,1,0,14,PayPal,14,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Ethan King,VIP,Email,Canada,Winnipeg,9/9/2023,Ontario
4339,93,12/18/2024,2,10,10.3,Credit Card,18.54,Scrunchie Style 11,3,7,10,Mini Scrunchies,Charlotte Smith,Returning,Email,Canada,Red Deer,7/4/2023,British Columbia
3931,94,9/17/2024,2,10,8.9,PayPal,16.02,Scrunchie Style 14,3,7,10,Luxury Silk Scrunchies,Grace Wright,Returning,Paid Ads,Canada,Coquitlam,9/30/2024,Ontario
2681,95,7/26/2024,3,0,12.6,PayPal,37.8,Scrunchie Style 49,3,8,11,Luxury Silk Scrunchies,Noah Martin,Returning,Email,Canada,Surrey,10/28/2023,Atlantic
4961,96,3/1/2024,1,5,14.2,Credit Card,13.49,Scrunchie Style 28,2,7,10,Luxury Silk Scrunchies,Grace Lee,New,Referral,Canada,Mississauga,8/24/2024,Atlantic
2221,97,9/23/2024,2,15,7,Debit,11.9,Scrunchie Style 39,3,6,9,Classic Scrunchies,Amelia Roy,Returning,Email,Canada,Edmonton,8/31/2024,Prairies
1440,98,2/28/2024,3,20,13.2,Credit Card,31.68,Scrunchie Style 36,2,6,9,Scrunchie Bundles,William Singh,Returning,Paid Ads,Canada,Montreal,4/12/2023,Ontario
714,99,10/19/2023,1,20,11,PayPal,8.8,Scrunchie Style 11,3,7,10,Mini Scrunchies,Julia Taylor,New,Referral,Canada,Halifax,2/2/2023,Ontario
576,100,6/16/2024,2,20,13.8,Debit,22.08,Scrunchie Style 41,3,4,8,Mini Scrunchies,Lucas Lopez,New,Organic,Canada,Halifax,6/9/2024,Quebec
2982,101,5/3/2023,4,15,10.6,Debit,36.04,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,Laura Young,New,Referral,Canada,Richmond,8/28/2024,Atlantic
70,102,4/9/2023,3,0,13.8,PayPal,41.4,Scrunchie Style 4,4,10,14,Scrunchie Bundles,Ava Pelletier,New,Organic,Canada,Richmond,9/3/2024,Prairies
3765,103,6/11/2024,2,0,11,PayPal,22,Scrunchie Style 48,3,4,8,Scrunchie Bundles,Ava Johnson,Returning,Email,Canada,Halifax,5/9/2024,Prairies
4939,104,8/1/2024,2,0,7.3,Debit,14.6,Scrunchie Style 6,3,5,8,Luxury Silk Scrunchies,Sarah Chen,Returning,Email,Canada,Quebec City,9/29/2024,Atlantic
2377,105,11/12/2023,1,20,6,PayPal,4.8,Scrunchie Style 38,4,2,6,Scrunchie Bundles,Oliver Thompson,New,Email,Canada,Red Deer,3/5/2024,Ontario
2206,106,10/29/2023,4,5,11.6,Credit Card,44.08,Scrunchie Style 19,3,8,11,Classic Scrunchies,Sophia Martin,New,Referral,Canada,Red Deer,10/20/2024,Alberta
918,107,5/8/2024,3,10,11.3,PayPal,30.51,Scrunchie Style 31,2,12,14,Seasonal Prints,Oliver Smith,VIP,Organic,Canada,Surrey,6/24/2024,Quebec
2746,108,5/23/2024,1,20,7.9,Credit Card,6.32,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Hannah Chen,New,Organic,Canada,Red Deer,4/17/2024,Alberta
743,109,10/8/2023,2,15,13.7,Debit,23.29,Scrunchie Style 43,4,6,10,Mini Scrunchies,Hannah Smith,New,Paid Ads,Canada,Quebec City,9/6/2023,Alberta
4151,110,3/15/2023,3,0,13.8,Credit Card,41.4,Scrunchie Style 25,3,8,12,Classic Scrunchies,Lucas Chen,Returning,Paid Ads,Canada,Laval,11/29/2024,Ontario
2534,111,10/25/2024,2,10,13.2,Credit Card,23.76,Scrunchie Style 50,2,7,10,Mini Scrunchies,Ava Nguyen,Returning,Email,Canada,Coquitlam,8/3/2024,Atlantic
1838,112,12/17/2023,2,0,14.4,Debit,28.8,Scrunchie Style 41,3,4,8,Mini Scrunchies,Sarah Tremblay,VIP,Referral,Canada,Ottawa,3/24/2023,Prairies
1377,113,2/28/2024,4,0,10.6,PayPal,42.4,Scrunchie Style 48,3,4,8,Scrunchie Bundles,Natalie Pelletier,Returning,Referral,Canada,Calgary,6/10/2024,Alberta
410,114,1/13/2024,2,0,12.3,Credit Card,24.6,Scrunchie Style 11,3,7,10,Mini Scrunchies,Isabella Roberts,VIP,Referral,Canada,Winnipeg,1/31/2023,British Columbia
3008,115,10/1/2023,3,5,14.1,Credit Card,40.185,Scrunchie Style 46,2,5,8,Classic Scrunchies,Madison Martin,New,Referral,Canada,Longueuil,9/8/2024,Atlantic
2953,116,4/3/2024,2,10,10.1,PayPal,18.18,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,Sarah Chen,Returning,Email,Canada,Quebec City,9/29/2024,Atlantic
4243,117,1/30/2024,3,20,11.6,Credit Card,27.84,Scrunchie Style 45,2,6,8,Luxury Silk Scrunchies,Emily Walker,Returning,Referral,Canada,Halifax,7/31/2024,Quebec
1680,118,6/30/2024,4,5,10.6,Credit Card,40.28,Scrunchie Style 42,4,7,11,Classic Scrunchies,Julia Martin,New,Email,Canada,Quebec City,12/28/2023,Alberta
1715,119,2/3/2023,2,15,14.9,Debit,25.33,Scrunchie Style 44,3,9,12,Luxury Silk Scrunchies,Ella Wright,Returning,Paid Ads,Canada,Edmonton,10/16/2023,Alberta
1198,120,6/29/2023,1,15,9.9,Credit Card,8.415,Scrunchie Style 21,4,10,15,Luxury Silk Scrunchies,Natalie Bouchard,VIP,Organic,Canada,Halifax,7/28/2024,Ontario
2338,121,11/18/2024,3,20,8.9,PayPal,21.36,Scrunchie Style 3,3,11,15,Seasonal Prints,Alexander Thompson,New,Organic,Canada,Coquitlam,10/29/2024,Prairies
3217,122,2/1/2023,2,10,11.7,Debit,21.06,Scrunchie Style 2,3,6,10,Scrunchie Bundles,James Patel,New,Paid Ads,Canada,Surrey,5/21/2023,Quebec
2957,123,8/21/2023,1,20,8.5,Debit,6.8,Scrunchie Style 11,3,7,10,Mini Scrunchies,Alexander Brown,Returning,Email,Canada,Halifax,9/24/2024,Prairies
3194,124,10/21/2023,3,5,13.7,Debit,39.045,Scrunchie Style 24,3,11,14,Classic Scrunchies,Emma Clark,New,Paid Ads,Canada,Winnipeg,7/26/2024,Quebec
27,125,11/24/2023,1,10,14,Credit Card,12.6,Scrunchie Style 50,2,7,10,Mini Scrunchies,Emily White,New,Paid Ads,Canada,Hamilton,4/1/2024,Alberta
3138,126,1/2/2024,2,15,9.1,Credit Card,15.47,Scrunchie Style 24,3,11,14,Classic Scrunchies,Natalie Anderson,New,Email,Canada,Coquitlam,12/2/2023,Prairies
2974,127,4/11/2024,4,10,9.2,PayPal,33.12,Scrunchie Style 21,4,10,15,Luxury Silk Scrunchies,Charlotte King,New,Referral,Canada,Red Deer,1/24/2024,Quebec
3166,128,8/19/2023,4,10,6.8,PayPal,24.48,Scrunchie Style 25,3,8,12,Classic Scrunchies,Noah Morin,New,Email,Canada,Winnipeg,9/27/2023,Ontario
1091,129,12/7/2024,1,10,8.3,Credit Card,7.47,Scrunchie Style 4,4,10,14,Scrunchie Bundles,Sophia White,New,Email,Canada,Winnipeg,5/24/2024,Prairies
250,130,11/2/2023,2,20,6.6,PayPal,10.56,Scrunchie Style 40,4,4,9,Luxury Silk Scrunchies,Alexander Lopez,Returning,Email,Canada,Quebec City,5/20/2024,Alberta
142,131,4/23/2023,2,0,12.8,Debit,25.6,Scrunchie Style 43,4,6,10,Mini Scrunchies,Sophia Thompson,Returning,Email,Canada,Halifax,7/19/2024,Atlantic
267,132,7/22/2024,3,5,7.6,Debit,21.66,Scrunchie Style 47,3,4,8,Luxury Silk Scrunchies,Mia Wilson,Returning,Referral,Canada,Toronto,4/15/2023,Atlantic
4311,133,3/4/2023,2,10,6.7,PayPal,12.06,Scrunchie Style 23,3,8,12,Mini Scrunchies,Emily Walker,Returning,Referral,Canada,Halifax,7/31/2024,Quebec
489,134,6/26/2023,4,10,7.5,Debit,27,Scrunchie Style 24,3,11,14,Classic Scrunchies,Ethan King,VIP,Email,Canada,Winnipeg,9/9/2023,Quebec
496,135,9/15/2023,2,20,9.4,PayPal,15.04,Scrunchie Style 21,4,10,15,Luxury Silk Scrunchies,Mia Thompson,New,Organic,Canada,Calgary,4/3/2023,Ontario
480,136,6/21/2024,3,5,9.8,PayPal,27.93,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Sophia Smith,Returning,Paid Ads,Canada,Mississauga,10/11/2023,Quebec
2691,137,4/18/2023,3,5,14.1,Credit Card,40.185,Scrunchie Style 23,3,8,12,Mini Scrunchies,Natalie Roberts,VIP,Organic,Canada,London,2/10/2023,Quebec
4097,138,12/13/2024,2,15,8.5,Credit Card,14.45,Scrunchie Style 15,3,8,11,Mini Scrunchies,Sarah Tremblay,VIP,Referral,Canada,Ottawa,3/24/2023,Alberta
3081,139,8/27/2023,2,5,12.5,PayPal,23.75,Scrunchie Style 26,4,4,9,Seasonal Prints,Noah Gagnon,Returning,Organic,Canada,Laval,1/7/2023,British Columbia
4937,140,12/1/2023,3,5,14.1,PayPal,40.185,Scrunchie Style 26,4,4,9,Seasonal Prints,Sophia Young,Returning,Email,Canada,Halifax,4/11/2023,Prairies
2428,141,11/11/2024,3,10,13.7,PayPal,36.99,Scrunchie Style 28,2,7,10,Luxury Silk Scrunchies,Hannah Taylor,New,Organic,Canada,Longueuil,8/10/2024,Ontario
844,142,4/19/2024,1,0,7.8,Credit Card,7.8,Scrunchie Style 26,4,4,9,Seasonal Prints,Benjamin Lee,Returning,Referral,Canada,Calgary,3/16/2024,British Columbia
3216,143,9/26/2024,4,10,8.5,PayPal,30.6,Scrunchie Style 45,2,6,8,Luxury Silk Scrunchies,Hannah Wilson,VIP,Paid Ads,Canada,Richmond,9/19/2023,Ontario
3912,144,10/18/2023,4,20,6.5,Debit,20.8,Scrunchie Style 2,3,6,10,Scrunchie Bundles,Noah Gagnon,Returning,Organic,Canada,Laval,1/7/2023,Quebec
4078,145,7/6/2023,1,5,10.4,PayPal,9.88,Scrunchie Style 35,2,12,14,Seasonal Prints,Ethan Morin,VIP,Referral,Canada,Richmond,1/1/2023,Prairies
2350,146,11/27/2023,1,0,9.7,PayPal,9.7,Scrunchie Style 32,3,6,9,Mini Scrunchies,Zoe Lee,New,Email,Canada,Red Deer,4/14/2023,Quebec
650,147,2/6/2024,4,10,10.9,Credit Card,39.24,Scrunchie Style 30,2,7,10,Mini Scrunchies,Alexander Roy,New,Organic,Canada,London,11/16/2024,British Columbia
